catid,codec,description
7,1P,AAA*585 CHINA CIL
7,1Q,AAA*333 特殊字印58
7,1R,AAA*585
7,1S,AAA*AG925 CIL
7,1T,AAA*10K
7,1U,AAA*925 CIL CZ
7,1V,AAA*375 CIL CHINA
7,1W,AAA*925 BJ
7,1X,AAA*925 OTAZU
7,1Y,AAA*10K R CHINA DQCZ
7,1Z,AAA*925 DV ITALY
7,20,AAA*S925 LQV
7,21,AAA*925 a s.O.
7,22,AAA*925 DL
7,23,AAA*925 CHINA ELLE
7,24,AAA*925 CHINA 特殊字印
7,25,AAA*585 CIL
7,26,AAA*925 ELLE
7,27,AAA*417
7,28,AAA*CIL
7,29,AA*14K DQCZ CIL
7,2A,AAA*925 DL CHINA
7,2B,AAA*14K 925 DL CHINA
7,2C,A*925 特殊字印63
7,2D,A*925 特殊字印64
7,2E,AAA*417 R CHINA
7,2F,AAA*925 特殊字印
7,2G,AAA*925 HCL
7,2H,AAA*925 585 CIL
7,2J,AAA*925 Y DL
7,2K,AA*925 特殊字印65 CHINA
7,2L,AAA*925 特殊字印66
7,2M,AAA*925 FS
7,2N,B*BR 特殊字印65 CHINA
7,2P,AA*925 特殊字印63
7,2Q,AAA*S925 ELLE
7,2R,AAA*metal CIL
7,2S,AAA*無字印
7,31,AAA*S925
7,2U,AAA*925 CHINA
7,2V,AAA*925 DQCZ TOV　
7,2W,AAA*925 DL CHINA CZ
7,2X,AAA*BB PAJ CHINA CZ
7,2Y,AAA*925 LENCIA
7,2Z,AAA*925 14K CHINA
7,30,AAA*420 CIL
7,32,AAA*925 14K R CHINA 特殊字印
7,33,AAA*14K CHINA ELLE
7,34,AAA*R S925
7,35,AAA*925 特殊字印6
7,36,AAA*925 特殊字印5
7,37,AAA*14K
7,38,AAA*925 10K
7,39,AAA*M S925
7,3A,AA*925 特殊字印67
7,3B,AAA*925 AZ
7,3C,AAA*14K/925 R CHINA
7,3D,B*14K/925 R CHINA
7,3E,AAA*925 V
7,3F,AAA*10K AZ
7,3G,AAA*18K AZ
7,3H,AAA*925 14K V
7,3J,AAA*14K V
7,3K,AAA*925 CZ TOV　
7,3L,AAA*925 CZ
7,3M,AAA*S925 Ganaelle
7,3N,AAA*925 cAD
7,3P,AAA*585 CZ
7,3Q,AAA*LQV
7,3R,AAA*925 BGE
7,3S,AAA*ELLE
7,3T,AAA*cAD
7,3U,AAA*925 CHINA 特殊字印9
7,3V,AAA*R S925 C
7,3W,AAA*10K BGE
7,3X,AAA*925 CHINA CZ A
7,3Y,AAA*925 C
7,3Z,AAA*S925 特殊字印10
7,40,AA*375
7,41,AA*10K CIL
7,42,AA*925 PAJ CHINA CZ(EVINE网底)
7,43,AA*10K PAJ CHINA CZ
7,44,AA*10K 925 PAJ CHINA
7,45,AA*10K 925 R CHINA CZ
7,46,AA*14K CHINA DQCZ
7,47,AA*14K CIL
7,48,AA*585 CHINA CIL
7,49,AA*14K DQCZ CHINA R
7,4A,AA*375 特殊字印64
7,4B,AA*925 BG
7,4C,AA*14K R CHINA DQCZ
7,4E,AA*925 14K PAJ CHINA
7,4F,AA*14K 925 R CHINA CZ
7,4G,AA*375 CIL
7,4H,AA*585 CIL
7,4J,AA*375 CIL CZ
7,4K,AA*925 CHINA DQCZ
7,4L,AA*925 CIL
7,4M,AA*925 CIL CHINA
7,4N,AA*925 CIL CZ
7,4P,AA*925 CZ CIL
7,4Q,AA*333 LUND
7,4R,AA*PAJ CHINA 特殊字印68
7,4S,AA*925 R CHINA DQCZ
7,4T,AA*585 DQCZ
7,4U,AA*925 WM
7,4V,AA*925
7,4W,AA*925 WM CZ
7,4X,AA*925 DQ
7,4Y,AA*420 DQ
7,4Z,AA*925 特殊字印64
7,50,AA*925 DQCZ
7,51,AA*AG925 CIL
7,52,AA*585 DQ
7,53,AA*BR PAJ CHINA
7,54,AAA*925 10K PAJ CHINA
7,55,AA*14K
7,56,AA*925 R
7,57,AA*18K PAJ CHINA
7,58,AA*585
7,59,AA*925 *47FR CIL
7,5A,AA*7 SEVEN BRAND
7,5B,AA*925 CZ
7,5C,AA*925 TA
7,5D,AA*S925 　+OS
7,5E,AA*925A CHINA
7,5F,AA*925 DL CHINA
7,5G,AA*925 CZ TOV　
7,5H,AA*925 DQCZ TOV　
7,5J,AA*metal CIL
7,5K,AA*VC S925
7,5L,AA*S925 ELLE
7,5M,AA*925 CIL 特殊字印13
7,5N,AA*925 ELLE
7,5P,AA*LALOOP
7,5Q,AA*S925 S.TOWN
7,5R,AA*S925 KAILA
7,5S,AA*925 CHINA LCB
7,5T,AA*925 CZ db
7,5U,AA*S925 Ci 愛
7,5V,AA*925 特殊字印19
7,5W,AA*925 R CHINA LCB
7,5X,AA*特殊字印19
7,5Y,AA*925 LENCIA
7,5Z,AA*M G375
7,7M,AAA*925 特殊字印64
7,7N,A*無字印
7,7P,A*M S925
7,7Q,A*LZF S925
7,7R,A*925 DL
7,7S,A*R S925
7,7T,A*10K DL CZ
7,7U,A*10K DL
7,7V,A*925
7,7W,AA*333 KP
7,7X,A*925 14K R CHINA 特殊字印
7,7Y,A*S S925
7,7Z,B*925 CZ WM
7,80,A*925 OS
7,81,A*925 PAJ CHINA CZ(EVINE网底)
7,82,A*S925
7,83,A*S925 特殊字印8
7,84,A*S925 特殊字印34
7,85,A*925 AST
7,86,A*DL CHINA
7,87,A*925A CHINA
7,88,A*925 R CHINA STAINLESS STEEL
7,89,A*BB PAJ CHINA G.LEATHER
7,8A,A*BGE
7,8B,A*7 SEVEN BRAND
7,8C,A*S925 LQV
7,8D,A*925 CIL CZ
7,8E,A*925 CIL
7,8F,A*925 特殊字印7 AGATHA
7,8G,A*metal CIL
7,8H,AAA*925 1/10 375
7,8J,A*925 R CHINA 特殊字印
7,8K,A*LQV
7,8L,A*特殊字印17
7,8M,A*S925 KAILA
7,8N,A*AC
7,8P,A*925 C
7,8Q,A*925 TA
7,8R,A*925 14K
7,8S,A*DANA
7,8T,A*925 CHINA LCB
7,8U,A*M 925
7,8V,A*S925 P&W 特殊字印18
7,8W,A*INSUN
7,8X,A*MARY KAY
7,8Y,A*song of song
7,8Z,A*7
7,90,A*925 R CHINA LCB
7,91,A*Metal ELLE
7,92,A*925 DQCZ
7,93,AA*925 R CHINA
7,94,A*Metal 特殊字印60
7,96,A*S925 ELLE
7,97,A*特殊字印20
7,98,A*14K DL CHINA
7,9A,A*　+OS
7,9B,A*925-R.PL.431/10 GT
7,9C,A*925-G.P.431/10 GT
7,9D,A*10K DL CHINA
7,9J,A*925 PAJ(帶圈) CHINA
7,9K,A*925 PAJ(帶圈) CHINA CZ
7,9L,A*MAN925
7,9M,A*925 GT
7,9P,AA*925 R CHINA DQCZ
7,9S,A*925 DL CHINA CZ
7,9T,A*CA
7,9U,A*925 CHINA CZ TYCOON
7,9V,A*ELLE
7,9X,A*M
7,9Y,A*925A CHINA CZ
7,9Z,A*紅
7,A0,A*MAYLEE
7,A1,A*特殊字印21 SS
7,A2,A*特殊字印21 S925
7,A3,A*特殊字印21 G750
7,A4,A*CHINA PAJ(帶圈)
7,A5,A*C
7,A7,A*10K PAJ CHINA
7,A8,A*10K PAJ CHINA CZ
7,A9,A*925 PAJ CHINA
7,AA,A*925 PAJ CHINA CZ
7,AB,A*特殊字印21
7,AC,A*925 BB PAJ CHINA
7,AD,A*BB PAJ CHINA CZ
7,AE,A*14K PAJ CHINA
7,AF,B*925 WM
7,AG,A*14K PAJ CHINA CZ
7,AH,A*GANAELLE
7,AJ,A*AL
7,AK,A*TCC(帶框) P1
7,AL,A*TCC P1
7,AM,A*925 GP DL CHINA
7,AN,A*TCC(帶框) P2
7,AP,A*P1
7,AQ,A*925 PAJ
7,AR,A*925 PAJ(CHINA 吊牌)
7,AS,A*AL PAJ CHINA
7,AT,A*AL PAJ CHINA CZ
7,AU,A*PAJ CHINA
7,AV,A*PAJ CHINA CZ
7,AW,A*925 10K PAJ CHINA
7,AX,A*925 10K PAJ CHINA CZ
7,AY,A*AL 特殊字印23(CHINA吊牌)
7,AZ,A*925 特殊字印24 CHINA
7,B6,B*14K 925 PAJ CHINA
7,B7,B*14K 925 PAJ CHINA CZ
7,60,A*925 PAJ HDO(CHINA 吊牌)
7,62,AA*BR PAJ CHINA CZ
7,63,B*925 CHINA ELLE
7,64,AA*925 CHINA
7,65,AA*CHINA ELLE
7,66,AA*925 DL
7,67,AA*925 DL CZ
7,68,AA*925 特殊字印
7,69,AA*CHINA
7,6A,AA*10K DL CZ
7,6B,AA*M S925
7,6C,AA*925 AGATHA
7,6D,B*BR(CHINA 吊牌)
7,6E,AA*M G750
7,6F,AA*R S925
7,6G,AA*925 特殊字印7
7,6H,AA*925 特殊字印7 AGATHA
7,6J,AA*S S925
7,6K,AA*18K 特殊字印7 AGATHA
7,6L,AA*925 特殊字印2
7,6M,AA*R S925 C
7,6N,AA*925 C
7,6P,AA*925 R CHINA 特殊字印11
7,6Q,AA*925 R CHINA CZ 特殊字印11
7,6R,AA*925 Q
7,6S,AA*Q
7,6T,AA*DL CHINA
7,6U,AA*無字印
7,6V,AA* S925 ANELEH
7,6W,AA*925 LALOOP
7,6X,AA*S925
7,6Y,AA*M 925
7,6Z,AA*925 O-OW
7,70,B*BR CZ(CHINA 吊牌)
7,71,AAA*925 michael hill
7,72,A*10K 925 R CHINA CZ
7,73,AAA*925 417 michael hill
7,74,AAA*417 michael hill
7,75,A*14K 925 R CHINA
7,76,A*14K 925 R CHINA CZ
7,77,AAA*585 特殊字印52
7,78,AA*375 Y
7,79,A*925 GP CHINA R
7,7A,A*GP R CHINA
7,7B,A*STAINLESS STEEL
7,7C,A*14K R
7,7D,A*10K R
7,7E,A*10K R CZ
7,7F,A*925 R
7,7G,A*BB PAJ CHINA
7,7H,A*14K R CHINA STAINLESS STEEL
7,7J,A*925 DL CZ
7,7K,A*925 DL CHINA
7,F4,AAA*925 5C
7,F1,AAA*925 14K M2特殊字印15
7,F2,AAA*Ag925 特殊字印14
7,F3,AAA*925 14K CHINA KRMM特殊字印15
7,F5,AAA*925 14K CHINA ELLELUXE
7,F6,AAA*925 750 5C
7,F7,AAA*925 CHINA ELLELUXE
7,F8,AAA*AZ
7,F9,AAA*18K GANAELLE
7,FA,AAA*750 5C
7,FB,AAA*750 特殊字印16
7,FC,AAA*S925 KAILA
7,FD,AAA*750 CHINA 特殊字印16
7,FE,AAA*925 特殊字印17
7,FF,AAA*925 CIL POMPOOS
7,FG,AAA*G14K
7,FH,AAA*G14K GANAELLE
7,FJ,AAA*G18K GANAELLE
7,FK,AAA*925 750
7,FL,AAA*925 R CHINA 特殊字印
7,FM,AAA*特殊字印17
7,FN,AAA*14kt
7,FP,AAA*G18K 特殊字印16
7,FQ,AAA*925 CHINA M2特殊字印15
7,FR,AAA*14K 特殊字印17
7,FS,AAA*M G375
7,FT,AAA*10K DL CHINA
7,FU,AAA*14K DL CHINA
7,FV,AAA*G18K
7,FW,AAA*18K 特殊字印16
7,FX,AAA*925 GANAELLE
7,FY,AAA*18K C
7,FZ,AAA*925 CHINA CZ TYCOON
7,G0,AAA*925 R
7,G1,AAA*Ag925 BGE
7,G2,AAA*925 375 5C
7,G3,AAA*375 5C
7,G4,AAA*925 Brass 特殊字印17
7,G5,AAA*G9K GANAELLE
7,G6,AAA*G750
7,G7,AAA*G375
7,G8,AAA*特殊字印15GP 特殊字印17
7,G9,AAA*925 PAJ CHINA
7,GA,AAA*925 PAJ CHINA CZ
7,GB,AAA*10K PAJ CHINA
7,GC,AAA*10K PAJ CHINA CZ
7,GD,AAA*G750 925 C
7,GE,AAA*TYCOON 925 CHINA PAJ CZ
7,GF,AAA*GANAELLE
7,GG,AAA*14K PAJ CHINA
7,GJ,AAA*Stainless Steel BGE
7,GK,AAA*925 VANNA K(CHINA吊牌)
7,GL,AAA*925 CZ VANNA K (CHINA吊牌)
7,GM,AAA*特殊字印21 SS
7,GN,AAA*特殊字印21 S925
7,GP,AAA*特殊字印15KFS 特殊字印17
7,GQ,AAA*特殊字印14
7,GR,AAA*925 CHINA PAJ(帶圈)
7,GS,AAA*925 CHINA PAJ(帶圈) CZ
7,GT,AAA*EH Au750
7,BC,B*GP R CHINA
7,BD,B*STAINLESS STEEL
7,BE,B*10K R CZ
7,BF,B*925
7,BG,B*925 CHINA
7,BH,B*925 R
7,BJ,B*925 CZ
7,BK,B*BB PAJ CHINA
7,BL,B*14K R
7,BM,B*925 DL CZ
7,BN,B*BB PAJ CHINA CZ
7,BP,B*無字印
7,BQ,B*925 DL CHINA
7,BR,B*925 DL CHINA CZ
7,BT,B*10K DL CHINA CZ
7,BU,B*10K DL CHINA
7,BV,B*14K 925 DL CHINA
7,BW,B*特殊字印
7,BX,B*14K DL CHINA
7,BY,B*10K DL CHINA
7,BZ,B*925A CHINA
7,C0,B*925A CHINA CZ
7,C1,B*PEWTER R CHINA
7,C3,B*DL CHINA
7,C4,B*925 DL
7,C6,B*CL
7,C7,B*S925 GANAELLE
7,C8,B*S925 KAILA
7,C9,B*14K DL CHINA CZ
7,CA,B*S925
7,CB,B*KAILA
7,CC,B*M S925
7,CD,B*特殊字印20
7,CE,B*L BY ELLE
7,CF,B*925 PAJ CHINA
7,CG,B*925 PAJ CHINA CZ
7,CH,B*R CHINA CZ STAINLESS STEEL
7,CJ,B*Elle China Stainless Steel
7,CL,B*CHINA PAJ(帶圈)
7,CM,B*DL CHINA CZ
7,CQ,B*AL BB PAJ CHINA
7,CT,B*AL PAJ CHINA CZ
7,CW,B*925 BR PAJ CHINA
7,CX,B*S925 特殊字印34
7,CY,B*10K PAJ CHINA
7,CZ,B*10K PAJ CHINA CZ
7,D0,AA*925 JC
7,D1,AA*10K DL CHINA
7,D2,AA*925 song of song
7,D3,AA*14K DL CHINA
7,D4,AA*925 FHS HETRING
7,D5,C*925 DL CZ
7,D6,AA*925 FHS
7,D7,AA*925 L
7,D8,AA*14K S925 S.TOWN
7,D9,AA*AG925 CIL 特殊字印13
7,DA,AA*FHS.585
7,DB,AA*925 DL CHINA CZ
7,DC,AA*Metal ELLE
7,DD,AA*ELLE
7,DE,AA*S925 silver town
7,DF,AA*S925 ST
7,DG,AA*紅
7,DH,AA*925 M
7,DJ,AA*ELLE NEU
7,DK,AA*PT950 M
7,DL,AA*18K M
7,DM,AA*925 W.KRUK 1840
7,DN,AA*925 W.KRUK
7,DP,AA*925 特殊字印21
7,DQ,AA*特殊字印21
7,DR,AA*925 Xewi
7,DS,AA*特殊字印21 S925
7,DT,AA*特殊字印21 G750
7,DU,AA*925 CHINA CZ TYCOON
7,DV,AA*925 PAJ CHINA
7,DW,AA*925 PAJ CHINA CZ
7,DX,AA*925 BJ
7,DY,AA*S925 特殊這印22
7,DZ,AA*925 CHINA ELLE vessot
7,E2,C*925
7,E3,C*無字印
7,E4,C*925 DL
7,E5,C*925 DL CZ
7,E6,C*BB PAJ CHINA
7,E7,C*925 DL CHINA
7,E8,C*925 DL CHINA CZ
7,E9,C*925 PAJ(帶圈)
7,EA,C*925 PAJ(帶圈) CHINA
7,EB,C*925 R
7,EC,C*925 CHINA CZ
7,EE,AA*925 9CT BONDED GOLD
7,EF,C*R CHINA CZ STAINLESS STEEL
7,EH,A*Elle China Stainless Steel
7,EJ,C*CHINA PAJ(帶圈)
7,EK,C*DL CHINA CZ
7,EM,C*STAINLESS STEEL DL CHINA
7,EP,C*AL PAJ CHINA CZ
7,EQ,C*AL PAJ CHINA
7,ER,C*925 BR PAJ CHINA
7,ES,C*925 PAJ CHINA CZ
7,ET,C*CHINA PAJ(帶圈) CZ
7,EU,C*925 PAJ CHINA
7,EV,C*BB DL CHINA
7,EW,C*925 BR PAJ CHINA CZ
7,EX,C*BB
7,EY,C*PAJ STAINLESS STEEL CHINA
7,EZ,C*PAJ STAINLESS STEEL CHINA CZ
7,JM,AA*925/18KGP PAJ CHINA
7,JN,AA*925 DIX
7,JP,AA*SK
7,JQ,AA*PAJ CHINA
7,JR,AA*925/18KGP DL CHINA
7,JS,AA*BRASS PAJ CHINA
7,JT,AA*BRONZE PAJ CHINA
7,JU,AA*BRONZE PAJ CHINA CZ
7,JV,AA*417 CIL
7,JW,AA*BB ELLE(CHINA吊牌)
7,JX,AA*特殊字印17
7,JY,AA*925 a s.O.
7,JZ,AA*CHINA PAJ SAMPLE
7,K0,C*925 10K PAJ CHINA
7,K1,C*925 10K PAJ CHINA CZ
7,K2,C*925 BB DL CHINA
7,K3,C*925 CHINA
7,K4,C*BRONZE DL CHINA
7,K5,C*BB PAJ
7,K6,C*LIA SOPHIA 手圍(CHINA 吊牌)
7,K7,C*KIAM FAMILY 手圍(CHINA 吊牌)
7,K8,C*KIAM FAMILY
7,K9,C*LIA SOPHIA (CHINA 吊牌)
7,KA,C*特殊字印31
7,KB,C*Origami Owl
7,KC,C*BRONZE 18K GP PGDA
7,KD,C*BRONZE 925 SP PGDA
7,KE,C*BRONZE 925 SP PGDA CZ
7,KF,C*BB PAJ CHINA(白CZ logo)
7,KG,C*925 VE
7,KH,C*S925 特殊字印34
7,KJ,C*特殊字印31 Origami Owl
7,LJ,AAA*18K
7,KL,C*BB PAJ (CHINA 吊牌.白CZ logo)
7,KM,A*925 Origami Owl
7,KN,A*925 特殊字印31 Origami Owl
7,KP,C*BR PAJ CHINA
7,KQ,C*BR PAJ CHINA(白CZ logo)
7,KR,C*BR PAJ CHINA CZ
7,KS,AAA*375 DIA
7,KT,AAA*925 375 CZ
7,KU,AAA*925 特殊字印54
7,KV,AAA*925 MHJ
7,KW,AAA*375 特殊字印58
7,KX,AAA*375 CZ
7,KY,AAA*925 特殊字印52
7,KZ,AAA*375 特殊字印52
7,L0,AAA*925 14K CHINA CZ
7,L1,AAA*925 14K
7,L2,AAA*Ag 特殊字印14
7,L3,AAA*STAINLESS STEEL 特殊字印17
7,L4,AAA*925 PAJ CHINA CZ SONIA BITTON
7,L5,AAA*S925 特殊字印26
7,L6,AAA*925 JOSE HESS 特殊字印17
7,L7,AAA*925/18KGP DL CHINA
7,L8,AAA*特殊字印21
7,L9,AAA*925 DL CZ
7,LA,AAA*CHINA CZ VANNA K SAMPLE
7,LB,AAA*CHINA CZ TYCOON SAMPLE
7,LC,AAA*特殊字印17 特殊字印15 Disney
7,LD,AAA*925 TYCOON
7,LE,AAA*Stainless Steel BGE C帶圈VVMFand F.E.Hart
7,LF,AAA*G750 特殊字印28
7,LG,AAA*M G750 特殊字印28
7,LH,AAA*Au750 Kawa
7,LK,AAA*EH G750 特殊字印29
7,LL,AAA*925 CHINA CZ TYCOON 設計師簽名
7,LM,AAA*925 14K PAJ CHINA
7,LN,AAA*925 特殊字印24 CHINA
7,LP,AAA*925 CZ PAJ VANNA K(CHINA吊牌)
7,LQ,AAA*925 PAJ
7,LR,AAA*STAINLESS STEEL CHINA CZ TYCOON
7,LS,AAA*STAINLESS STEEL CHINA TYCOON
7,LT,AAA*925 BGE 特殊字印15 Disney
7,LU,AAA*S925 特殊字印34
7,LV,AAA*CHINA CUP Au750
7,LX,AAA*DL CHINA
7,LY,AAA*B 特殊字印17
7,LZ,AAA*BGE 特殊字印15 Disney
7,M0,A*CL
7,M1,A*BB DL CHINA
7,M2,A*BB DL CHINA CZ
7,M3,A*925 特殊字印23(CHINA吊牌)
7,M4,A*925 10K 特殊字印7 AGATHA
7,M5,A*S925 C
7,M6,A*AL BB 特殊字印23(CHINA吊牌)
7,M7,A*925 PAJ CHINA CZ SONIA BITTON
7,M8,A*AL 925 特殊字印23(CHINA吊牌)
7,M9,A*925 PAJ CHINA CZ DILLENIUM
7,MA,A*STAINLESS STEEL PAJ CHINA
7,MB,A*925 BGE
7,MC,A*STAINLESS STEEL BGE
7,MD,A*18K
7,ME,A*CHINA PAJ SAMPLE
7,MF,A*925 d Orne
7,MG,A*18K d Orne
7,MH,A*925 IN R
7,MJ,A*STAINLESS STEEL 特殊字印17
7,MK,A*925/18KGP DL CHINA
7,ML,A*14K d Orne
7,MM,A*BB 特殊字印23(CHINA吊牌)
7,MN,A*BR PAJ CHINA
7,MP,A*925 TYCOON
7,MQ,A*a 特殊字印27
7,MR,A*375
7,MS,A*925 PAJ CHINA CZ TYCOON
7,MT,A*BB PAJ CHINA(白CZ logo)
7,MU,A*AL BB 特殊字印23(白CZ logo)(CHINA吊牌)
7,MV,A*925 CIL MET
7,MW,A*925 CHINA
7,MY,A*AL 特殊字印23(白CZ Logo)(CHINA吊牌)
7,MZ,A*925 CHINA VANNA K
7,N0,AA*BGE
7,N1,AA*925 PAJ CHINA HDO
7,N2,AA*18K ELLE(CHINA吊牌)
7,N3,AA*18K ELLE
7,N4,AA*Stainless Steel CHINA PAJ
7,N5,AA*S.STEEL DL CHINA
7,N6,AA*BRONZE DL CHINA
7,N7,AA*BRONZE DL CHINA CZ
7,N8,AA*BB ELLE
7,N9,AA*S925 VIVE
7,NA,AA*10K PAJ CHINA
7,NC,AA*Ag925
7,ND,AA*925 VAMP
7,NE,AA*BR PAJ CHINA(白CZ logo)
7,NF,AA*925 10K MHJ
7,NG,AA*10K MHJ
7,NH,AA*925 10K PAJ
7,NJ,AA*375 DQCZ
7,NK,AA*925 DA
7,NL,A*S925 BLESSED 特殊字印33
7,NM,A*S925 BLESSED
7,NN,AA*925 PAJ HDS(CHINA 吊牌)
7,NP,AA*STAINLESS STEEL DL CHINA
7,NQ,AA*S925 BLESSED 特殊字印33
7,NR,AA*925 STAINLESS STEEL
7,NS,AA*925 特殊字印35
7,NT,AA*VIVE
7,NU,AA*925(帶方框) OTI(帶圈)
7,NV,AA*S925 YZ
7,NW,AA*S925 IstaStyle
7,NX,AA*S925 ELLE(CHINA吊牌)
7,NY,AA*925 BGE
7,NZ,AA*925 14K CHINA
7,P0,B*BRONZE 18K GP PGDA
7,P2,B*BR PAJ CHINA(白CZ logo)
7,P3,B*BR PAJ CHINA CZ
7,P4,B*STAINLESS STEEL PAJ CHINA(白CZ logo)
7,P5,B*BRONZE PAJ CHINA(白CZ logo)
7,P6,B*BB
7,P7,B*BRONZE 18K GP DL CHINA
7,P8,B*BRONZE 18K GP DL CHINA(白CZ logo)
7,P9,B*BRONZE DL CHINA(白CZ logo)
7,PA,B*BRONZE 925 SP PGDA(CHINA 吊牌)
7,PB,B*STAINLESS STEEL DL CHINA(白CZ logo)
7,PC,B*BNZ/18KGP PGDA
7,PD,B*BRONZE DL CHINA(手圍)
7,PE,B*PM
7,PF,B*925 PAJ CZ(CHINA吊牌)
7,PG,B*925 ELLE CZ(CHINA吊牌)
7,PH,B*925 ELLE(CHINA吊牌)
7,PJ,B*925 ELLE GIRL(CHINA 吊牌)
7,PK,B*stella & dot(白CZ logo)
7,PL,B*特殊字印39(白CZ logo)
7,PM,B*stella & dot
7,PN,B*10K PAJ 特殊字印30(CHINA 吊牌)
7,PQ,B*10K PAJ (CHINA吊牌)
7,PS,B*925 by Elaine J
7,PT,B*925 PAJ(CHINA吊牌)
7,PU,B*925 PAJ CN
7,PV,B*925 EAJ CN
7,PX,B*3K 925 DL CHINA
7,PY,B*925 CHINA CZ
7,PZ,B*PAJ (CHINA吊牌)
7,Q0,A*925 PAJ CHINA CZ 特殊字印30
7,Q1,A*925 PAJ CHINA CZ 設計師簽名
7,Q2,A*BELLEZZA CHINA
7,Q3,A*BELLEZZA CHINA(白CZ logo)
7,Q4,A*PAJ CHINA(白CZ logo)
7,Q5,A*BB PAJ 設計師簽名(CHINA吊牌)
7,Q6,A*BRONZE 18K GP PGDA
7,Q7,A*IN R
7,Q8,A*BR
7,GU,AAA*925 CHINA TYCOON
7,GV,AAA*925 10K BGE
7,GW,AAA*Au750 D d
7,GX,AAA*EH G750 特殊字印25
7,GY,AAA*Ag
7,GZ,AAA*925 CHINA CZ
7,H1,B*BR DL CHINA
7,H2,B*925 BR PAJ CHINA CZ
7,H3,B*925 CHINA PAJ(帶圈)
7,H4,B*925 CHINA PAJ(帶圈) CZ
7,H5,B*14K PAJ CHINA
7,H6,B*14K PAJ CHINA CZ
7,H7,B*925 PAJ
7,H8,B*BR DL CHINA CZ
7,H9,B*STAINLESS STEEL DL CHINA
7,HA,B*PAJ STAINLESS STEEL CHINA
7,HB,B*PAJ STAINLESS STEEL CHINA CZ
7,HC,B*925 10K PAJ CHINA
7,HD,B*925 10K PAJ CHINA CZ
7,HE,B*PAJ CHINA CZ
7,HF,B*PAJ CHINA
7,HG,B*925 10K DL CHINA
7,HH,B*925 10K DL CHINA CZ
7,HJ,B*SL
7,HK,B*925 SL
7,HN,B*BB CHINA ELLE
7,HP,B*CHINA PAJ SAMPLE
7,HQ,B*BRONZE PAJ CHINA
7,HR,B*BRONZE PAJ CHINA CZ
7,HT,B*BRONZE PAJ CHINA CZ
7,HU,B*BRONZE PAJ CHINA
7,HX,B*BR PAJ CHINA
7,HW,B*BRONZE DL CHINA CZ
7,HY,B*BRONZE 925 SP PGDA
7,HZ,B*BRONZE 925 SP PGDA CZ
7,J0,AA*S925 特殊字印34
7,J1,AA*925 TBS
7,J2,AA*925 BX
7,J3,AA*925 ELLE vessot
7,J4,AA*925 5C
7,J5,AA*925 MHJ
7,J6,AA*14K PAJ CHINA
7,J7,AA*14K PAJ CHINA CZ
7,J8,AA*TCC(帶框) P1
7,J9,AA*TCC P1
7,JA,AA*925 WB
7,JB,AA*925 SK
7,JC,AA*Ax 925 DQCZ
7,JD,AA*Ag 925 特殊字印19
7,JE,AA*P1
7,JF,AA*S925 C
7,JG,AA*925 特殊字印24 CHINA
7,JH,AA*925 PAJ CHINA CZ SONIA BITTON
7,JJ,AA*EH S925
7,JK,AA*BB 925 PAJ CHINA
7,JL,AA*BRONZE/18KGP PAJ CHINA
7,S9,AAA*BLOVES G18K
7,SA,AAA*STAINLESS STEEL
7,SB,AAA*316 特殊字印17
7,SC,AAA*G14K 特殊字印41 手圍
7,SD,AAA*G18K 特殊字印41
7,SE,AAA*G18K 特殊字印41 手圍
7,SF,AAA*字印參照樣品
7,SG,AAA*S925 特殊字印41
7,SH,AAA*VANNA K 925 ARF 125
7,SJ,AAA*特殊字印49
7,SK,AAA*S925 M.O.Y
7,SL,AAA*925 CHINA CZ TOV　
7,SM,AAA*925 CHINA TOV　
7,SN,AAA*925 18K
7,SP,AAA*925 (CHINA吊牌)
7,SQ,AAA*10K CZ VANNA K(CHINA吊牌)
7,SR,AAA*14K CZ VANNA K(CHINA吊牌)
7,SS,AAA*925 18K ETHOS
7,ST,AAA*14K CHINA CZ TOV　
7,SU,AAA*925 PAJ CHINA MOI
7,SV,AAA*14K PAJ CHINA MOI
7,SW,AAA*925 ETHOS
7,SX,AAA*375
7,SY,AAA*585 特殊字印53 鑽石總重
7,T0,AA*925 10K CHINA
7,T1,AA*STAINLESS STEEL BGE
7,T2,AA*925 BGE 特殊字印15 Carnival
7,T3,AA*925 CIL 特殊字印37(白CZ logo)
7,T4,AA*MICHAEL KORS
7,T5,AA*925 MICHAEL KORS
7,T6,AA*STAINLESS STEEL
7,T7,AA*925 CZ VANNA K (CHINA吊牌)
7,T8,AA*925 CZ PAJ VANNA K (CHINA吊牌)
7,T9,AA*925 特殊字印40
7,TA,AA*925 特殊字印17
7,TB,AA*925 VANNA K (CHINA吊牌)
7,TC,AA*925 EMMA & ROE
7,TD,AA*9ct C&L
7,TE,AA*925 PAJ(CHINA 吊牌)
7,TF,AA*925 TYCOON
7,TG,AA*特殊字印41
7,TH,AA*925 CHINA CZ 特殊字印38
7,TJ,AA*925 Misaki
7,TK,AA*925 Misaki 手圍
7,TL,AA*TYCOON 925 CHINA PAJ CZ
7,TM,AA*G18K S925 特殊字印41
7,TN,AA*G14K S925 特殊字印41
7,TP,AA*G18K S925 特殊字印41 手圍
7,TQ,AA*G14K S925 特殊字印41 手圍
7,TR,AA*925 CHINA CZ
